StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q.d1,Q.condition,Q.participant#,Q0p,Q0.5p_1,q0p1.5,q0p1.5_1,Q00p,Q00.5p_1,Q1,Q1.5_1,Q2,Q2.5_1,Q3,Q3.5_1,Q4,Q4.5_1,Q5,Q5.5_1,Q6,Q6.5_1,Q7,Q7.5_1,Q8,Q8.5_1,Qc1,Qc1.5_1,Qc2,Qc2.5_1,Qc3,Qc3.5_1,Qc4,Qc4.5_1,Q9,Q9.5_1,Q10,Q10.5_1,Q11,Q11.5_1,Q12,Q12.5_1,Q13,Q13.5_1,Q14,Q14.5_1,Q15,Q15.5_1,Q16,Q16.5_1,Q17,Q17.5_1,Q18,Q18.5_1,Q19,Q19.5_1,Q20,Q20.5_1,Q21,Q21.5_1,Q22,Q22.5_1,Q23,Q23.5_1,Q24,Q24.5_1,Q25,Q25.5_1,Q26,Q26.5_1,Q27,Q27.5_1,Q28,Q28.5_1,Q29,Q29.5_1,Q30,Q30.5_1,Q31,Q31.5_1,Q32,Q32.5_1,Q33,Q33.5_1,Q34,Q34.5_1,Q35,Q35.5_1,Q36,Q36.5_1,Q37,Q37.5_1,Q38,Q38.5_1,Q39,Q39.5_1,Q40,Q40.5_1,Q41,Q41.5_1,Q42,Q42.5_1,Q43,Q43.5_1,Q44,Q44.5_1,Q45,Q45.5_1,Q46,Q46.5_1,Q47,Q47.5_1,Q48,Q48.5_1,Q49,Q49.5_1,Q50,Q50.5_1,Q51,Q51.5_1,Q52,Q52.5_1,Q53,Q53.5_1,Q54,Q54.5_1,Q55,Q55.5_1,Q56,Q56.5_1,Q57,Q57.5_1,Q58,Q58.5_1,Q59,Q59.5_1,Q60,Q60.5_1,Q61,Q61.5_1,Q62,Q62.5_1,Q63,Q63.5_1,Q64,Q64.5_1,Q383,Q381,1,2,3,4,5,6,7,8,mturkcode
2022-04-18 08:12:05,2022-04-18 08:42:11,IP Address,128.62.32.211,100,1806,True,2022-04-18 08:42:11,R_3JKuDF82k1MKHmh,,,,,30.2304,-97.7243,anonymous,EN,yes,7,4.7.1,yes,5,no,,yes,1,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,yes,5,yes,1,yes,2,yes,1,yes,7,yes,7,yes,7,,,,,,,,,,,,,,,,,,"broken bone,burned tongue,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-18 08:43:02,2022-04-18 08:50:53,IP Address,128.62.32.211,100,471,True,2022-04-18 08:50:54,R_3qKZGsA3iPNQONP,,,,,30.2304,-97.7243,anonymous,EN,yes,1,5.1.1,yes,5,no,,yes,4,yes,1,yes,7,yes,7,no,,yes,4,yes,1,yes,5,yes,6,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"splinter,skinned knees,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-18 08:52:29,2022-04-18 09:03:54,IP Address,128.62.32.211,100,684,True,2022-04-18 09:03:54,R_3LdkWJYJIdbRO7r,,,,,30.2304,-97.7243,anonymous,EN,yes,2,5.2.1,yes,5,no,,yes,3,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,7,yes,7,yes,1,yes,4,yes,1,yes,7,yes,7,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"splinter,skinned knees,burned tongue,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-18 09:06:43,2022-04-18 09:18:18,IP Address,128.62.32.211,100,694,True,2022-04-18 09:18:19,R_2rUQjkTdmrQCtl1,,,,,30.2304,-97.7243,anonymous,EN,yes,3,5.3.1,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,yes,5,no,,yes,7,yes,2,yes,5,yes,7,yes,4,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"splinter,burned tongue,bruised leg",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-18 09:23:12,2022-04-18 09:31:41,IP Address,128.62.32.211,100,509,True,2022-04-18 09:31:43,R_1ezNSIMZ0jzXZxs,,,,,30.2304,-97.7243,anonymous,EN,yes,5,5.5.1,yes,5,no,,yes,6,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,7,yes,6,yes,7,yes,2,yes,1,yes,5,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"paper cut,splinter,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-18 10:27:02,2022-04-18 10:32:28,IP Address,128.62.32.211,100,326,True,2022-04-18 10:32:29,R_3HOJ876prYQdNzj,,,,,30.2304,-97.7243,anonymous,EN,yes,5,5.5.1 [excluded],yes,5,no,,yes,3,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,,no,,yes,1,no,,yes,7,yes,1,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"splinter,bruised leg",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-18 10:36:05,2022-04-18 10:44:08,IP Address,128.62.32.211,100,483,True,2022-04-18 10:44:09,R_1GVrvJjT4ORqJt3,,,,,30.2304,-97.7243,anonymous,EN,yes,1,4.1.2,yes,5,no,,yes,6,yes,7,yes,7,yes,6,yes,7,yes,6,yes,7,no,,yes,7,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broken bone,skinned knees,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-18 10:46:55,2022-04-18 10:54:54,IP Address,128.62.32.211,100,478,True,2022-04-18 10:54:55,R_2aXLkNUQiCCRmsf,,,,,30.2304,-97.7243,anonymous,EN,yes,4,4.4.3,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,1,yes,4,yes,3,yes,3,yes,1,yes,2,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-22 09:10:42,2022-04-22 09:35:22,IP Address,128.62.47.225,100,1479,True,2022-04-22 09:35:23,R_vw7JRoxIN5qU8EN,,,,,30.2887,-97.7398,anonymous,EN,yes,4,4.4.2,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,yes,6,yes,7,yes,4,yes,3,yes,7,yes,5,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"splinter,skinned knees,bee sting,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-22 09:56:52,2022-04-22 11:20:34,IP Address,128.62.47.225,100,5021,True,2022-04-22 11:20:35,R_2qrATMNLLMSDZPy,,,,,30.2887,-97.7398,anonymous,EN,yes,4,4.4.2 [excluded],yes,5,no,,no,,,,,,,,,,,,,,,,,,yes,1,no,,no,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,1,yes,1,yes,7,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,paper cut,,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-23 11:48:58,2022-04-23 12:11:03,IP Address,128.62.32.146,100,1324,True,2022-04-23 12:11:03,R_1d5ZBJmXIf4Q6nE,,,,,30.2887,-97.7398,anonymous,EN,yes,8,4.8.1,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,yes,6,no,,yes,1,yes,1,no,,no,,no,,unsure,"splinter,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-23 12:27:56,2022-04-23 14:14:24,IP Address,128.62.32.146,100,6388,True,2022-04-23 14:14:26,R_1otXg9So0SGWPzv,,,,,30.2887,-97.7398,anonymous,EN,yes,8,5.8.1,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,5,yes,4,yes,6,yes,3,yes,4,yes,5,yes,4,no,"bee sting,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-25 08:02:11,2022-04-25 08:28:39,IP Address,128.62.38.74,100,1588,True,2022-04-25 08:28:40,R_1KpeToPtyqT4b6N,,,,,30.3075,-97.7271,anonymous,EN,yes,3,4.3.2 [excluded],yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,yes,4,yes,1,yes,3,yes,7,no,,yes,5,yes,4,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"splinter,skinned knees,burned tongue,bruised leg",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-25 08:32:42,2022-04-25 08:43:33,IP Address,128.62.38.74,100,650,True,2022-04-25 08:43:34,R_3Oodzp2Lu8Kx9lh,,,,,30.3075,-97.7271,anonymous,EN,yes,6,5.6.1,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,yes,7,yes,4,yes,4,yes,4,yes,7,yes,6,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"paper cut,splinter,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-25 08:46:17,2022-04-25 08:59:41,IP Address,128.62.38.74,100,804,True,2022-04-25 08:59:42,R_9FfKyLVtFaGVvUt,,,,,30.3075,-97.7271,anonymous,EN,yes,1,5.1.2,yes,5,no,,yes,6,yes,6,yes,6,yes,1,yes,3,yes,6,yes,3,yes,1,yes,7,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"splinter,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-25 09:08:59,2022-04-25 09:13:52,IP Address,128.62.38.74,100,292,True,2022-04-25 09:13:53,R_1gdYccqimZY1T3T,,,,,30.3075,-97.7271,anonymous,EN,yes,2,5.2.2,yes,5,no,,yes,6,,,,,,,,,,,,,,,,,no,,no,,no,,no,,yes,2,yes,4,yes,5,yes,3,yes,3,yes,5,yes,7,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"paper cut,splinter,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-26 12:27:42,2022-04-26 12:47:08,IP Address,128.62.47.152,100,1165,True,2022-04-26 12:47:09,R_2qatMBNSwx7irBy,,,,,30.2887,-97.7398,anonymous,EN,yes,3,5.3.2,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,yes,3,yes,2,yes,4,yes,4,yes,1,yes,7,yes,1,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,splinter,,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-26 12:52:49,2022-04-26 12:58:54,IP Address,128.62.47.152,100,365,True,2022-04-26 12:58:55,R_ymqzjWwDHYpMciB,,,,,30.2887,-97.7398,anonymous,EN,yes,5,4.5.2,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,5,yes,6,yes,7,yes,7,yes,7,yes,4,yes,1,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,skinned knees,,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-26 13:03:14,2022-04-26 13:19:53,IP Address,128.62.47.152,100,998,True,2022-04-26 13:19:54,R_3LhYcqUPORY0HLu,,,,,30.2887,-97.7398,anonymous,EN,yes,4,5.4.2,yes,4,no,,yes,5,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,yes,6,yes,7,yes,3,yes,4,yes,5,yes,2,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"splinter,skinned knees,bee sting,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-26 13:20:48,2022-04-26 13:30:54,IP Address,128.62.47.152,100,606,True,2022-04-26 13:30:55,R_2wb2FIAmlcfsy9F,,,,,30.2887,-97.7398,anonymous,EN,yes,6,4.6.2,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,yes,3,no,,no,,yes,5,yes,6,yes,3,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"splinter,bruised leg",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-26 13:32:02,2022-04-26 13:43:45,IP Address,128.62.47.152,100,702,True,2022-04-26 13:43:45,R_1ln4TJBHbEbT9Wu,,,,,30.2887,-97.7398,anonymous,EN,yes,7,4.7.2,yes,5,no,,yes,5,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,yes,6,yes,6,yes,6,yes,3,yes,5,yes,3,yes,7,,,,,,,,,,,,,,,,,no,"skinned knees,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-26 13:52:53,2022-04-26 13:57:45,IP Address,128.62.47.152,100,292,True,2022-04-26 13:57:46,R_3lxZxxZ0arR8EhA,,,,,30.2887,-97.7398,anonymous,EN,yes,8,4.8.2 [excluded],yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,no,,yes,1,yes,1,no,,no,,no,,no,,unsure,"splinter,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-28 12:38:08,2022-04-28 12:50:05,IP Address,128.62.45.223,100,717,True,2022-04-28 12:50:05,R_1lAAc4HiFZiGPKt,,,,,30.2887,-97.7398,anonymous,EN,yes,8,4.8.2,yes,5,no,,yes,3,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,4,yes,4,yes,3,yes,7,yes,6,yes,2,yes,6,yes,4,no,"paper cut,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-28 12:53:40,2022-04-28 12:59:43,IP Address,128.62.45.223,100,362,True,2022-04-28 12:59:43,R_OQ1dH9QufEsOnKh,,,,,30.2887,-97.7398,anonymous,EN,yes,5,5.5.2,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,3,yes,1,yes,2,yes,6,yes,5,yes,1,yes,2,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"paper cut,splinter,skinned knees,bee sting,burned tongue,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-28 13:00:16,2022-04-28 13:13:20,IP Address,128.62.45.223,100,783,True,2022-04-28 13:13:21,R_2tziKzhSpqoOdVw,,,,,30.2887,-97.7398,anonymous,EN,yes,5,5.5.3,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,yes,4,yes,4,yes,6,yes,2,yes,3,yes,3,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"paper cut,splinter,skinned knees,bee sting,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-04-28 13:17:21,2022-04-28 13:25:17,IP Address,128.62.45.223,100,475,True,2022-04-28 13:25:17,R_3nV6cdtLL6qoI4z,,,,,30.2887,-97.7398,anonymous,EN,yes,3,4.3.2e [excluded],yes,5,no,,yes,1,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,no,,no,,no,,no,,no,,yes,1,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,skinned knees,,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-05-07 07:51:03,2022-05-07 08:28:01,IP Address,128.62.45.131,100,2218,True,2022-05-07 08:28:02,R_3ef2HDAADlscAVY,,,,,30.2887,-97.7398,anonymous,EN,yes,8,7.8.1,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,yes,7,yes,5,yes,7,yes,6,yes,6,yes,6,yes,1,no,"paper cut,bee sting,bruised leg",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-05-07 08:28:37,2022-05-07 08:47:52,IP Address,128.62.45.131,100,1154,True,2022-05-07 08:47:53,R_11YdTdA9CTzDbOt,,,,,30.2887,-97.7398,anonymous,EN,yes,8,5.8.2,yes,5,no,,yes,3,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,4,yes,5,yes,2,yes,3,no,,no,,yes,6,yes,4,no,"skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-05-31 08:48:21,2022-05-31 08:58:03,IP Address,128.62.33.233,100,581,True,2022-05-31 08:58:03,R_1d5EhQru46vWCzw,,,,,30.2887,-97.7398,anonymous,EN,yes,3,4.3.2ee [excluded],yes,5,no,,yes,7,,,,,,,,,,,,,,,,,yes,3,no,,no,,no,,,,,,,,,,,,,,,,,,yes,6,yes,1,yes,4,yes,5,yes,2,yes,3,no,,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unsure,stomach ache,,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-01 08:39:59,2022-06-01 08:46:38,IP Address,128.62.39.58,100,399,True,2022-06-01 08:46:38,R_1IQwnD33wQZ2erx,,,,,30.3075,-97.7271,anonymous,EN,yes,6,5.6.2,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,4,yes,3,yes,5,no,,yes,7,yes,4,yes,4,yes,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"paper cut,broken bone,splinter,bee sting,bruised leg",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-01 12:05:27,2022-06-01 13:06:52,IP Address,128.62.39.58,100,3685,True,2022-06-01 13:06:54,R_ToOXBa3Zt3mKiEV,,,,,30.3075,-97.7271,anonymous,EN,yes,7,5.7.2,yes,5,no,,yes,4,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,yes,3,yes,6,yes,1,yes,5,yes,2,no,,no,,,,,,,,,,,,,,,,,,no,"paper cut,splinter,skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-02 10:49:03,2022-06-02 11:41:30,IP Address,128.62.39.58,100,3147,True,2022-06-02 11:41:31,R_AHRtANfQh7We87v,,,,,30.3075,-97.7271,anonymous,EN,yes,4,5.4.1,yes,5,no,,yes,7,,,,,,,,,,,,,,,,,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,7,no,,yes,6,yes,5,yes,3,yes,6,yes,7,yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"skinned knees,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
2022-06-03 11:49:47,2022-06-03 12:04:03,IP Address,128.62.36.80,100,855,True,2022-06-03 12:04:03,R_ePZVJZU6abQN1DP,,,,,30.2887,-97.7398,anonymous,EN,yes,1,6.1.1,yes,5,no,,yes,6,no,,yes,7,no,,yes,2,yes,1,yes,2,yes,4,yes,3,no,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"paper cut,splinter,skinned knees,bee sting,burned tongue,bruised leg,stomach ache",,,,,,,,,Deprecated - Please Use: https://www.qualtrics.com/support/survey-platform/survey-module/survey-flow/advanced-elements/web-service/#WebServiceRandomNumbGen
